,Customer Id,Date,Product
112,4MEF9J02TX02,2020-06-08,tropical fruit
113,SSPXNMDNX7OS,2020-08-21,soda
114,CNDP8YTLVLOP,2020-02-25,rollsbuns
115,2ZC4VFW8ISBV,2020-08-18,other vegetables
116,CKVS36I8QMDK,2020-08-24,whole milk
117,THZL2FQ04HH6,2020-06-23,whole milk
118,N4X8HHSHLH3G,2020-06-10,citrus fruit
119,EW6UT01GBXT6,2020-07-17,butter milk
120,NQQZ8D7ZPDK8,2020-09-29,hamburger meat
121,UOHUKUDG69HF,2020-08-01,pasta
122,WI63EV40VMFU,2020-08-05,other vegetables
123,HQJ4RMFRFZJX,2020-09-05,sausage
124,TYVSUPN2TZOQ,2020-03-15,rollsbuns
125,BLEA6AT9ZKYS,2020-02-25,grapes
126,OV57FEB3KDRN,2020-07-02,root vegetables
127,JSMADBCG36HH,2020-05-30,coffee
128,AMJMES6YXHOO,2020-06-29,popcorn
129,8PJEG1CTLCO1,2020-08-26,whole milk
130,A92AO4H5BYZV,2020-05-02,tropical fruit
131,HIY5SH1SLCPW,2020-04-16,beef
132,L4FSMNUXRNNB,2020-06-24,whole milk
133,55WKC6S0FWYX,2020-04-09,tropical fruit
134,ZYLKVTPXLLUH,2020-06-16,finished products
135,521N0S9ONUCE,2020-02-14,beverages
136,1IKODVAPLSFW,2020-02-19,hamburger meat
137,0BCO5HRPDH4W,2020-08-23,whole milk
138,8N1HDQWI9VVV,2020-06-21,finished products
139,YEKLOC3BBD6A,2020-12-24,other vegetables
140,5M1EO3G28WT9,2020-09-03,other vegetables
141,7TYVDTRT5SJQ,2020-09-02,curd
142,4COAJ5NERXMK,2020-01-17,bottled beer
143,BR6NBRF4KADF,2020-11-25,curd
144,39WG5AMY1TO2,2020-05-02,whole milk
145,3UO9SU3Z82ET,2020-03-15,whole milk
146,7FCW0ASX5DAV,2020-02-27,dessert
147,PTTHVE7IEFMM,2020-04-21,sausage
148,61AXVCMFXMFI,2020-04-16,other vegetables
149,N8SYOAD14TUS,2020-06-03,other vegetables
150,KCTZ72QHMDFI,2020-10-10,other vegetables
151,XAFKJQJIUY2V,2020-08-16,soda
152,ON5BZC8LMILF,2020-05-01,herbs
153,NA8WG9HE91HF,2020-08-20,rollsbuns
154,UO85WYQVOOGV,2020-08-06,curd
155,8U48GVBAX3SH,2020-07-23,other vegetables
156,QEGPOWF51CQ5,2020-04-19,specialty bar
157,RIX9J0HBYL5P,2020-04-27,curd
158,JGXGWSHSYBN8,2020-11-13,soda
159,X22MDG9KDG1L,2020-01-08,beef
160,ZV4I7HDDL42W,2020-06-30,sausage
161,HUR97UQAG4TN,2020-06-05,specialty chocolate
162,4NOLNZIOFX2V,2020-02-26,curd
163,877HJBA7I9GI,2020-07-09,whole milk
164,79W1VFMQ428E,2020-01-21,rollsbuns
165,QGGCVA7P17VC,2020-01-10,citrus fruit
166,GRYOFX0L1N44,2020-04-10,pot plants
167,HCZG4H7CG5WI,2020-06-13,rollsbuns
168,IVQXGDF7A62E,2020-12-06,butter
169,91U2W5T2ZI6B,2020-09-23,condensed milk
170,PD3YIDHKOY67,2020-06-19,sausage
171,KE1JWTCQMDSD,2020-11-07,whole milk
172,UM6U6JT4CQKL,2020-07-20,sausage
173,K8VWYARXF608,2020-11-21,beverages
174,AJWRA1NW160O,2020-02-22,beverages
175,75IYCRHHWD61,2020-04-08,bottled water
176,BKCM9DFO3DK7,2020-12-04,cleaner
177,X1U60US8UH53,2020-10-06,sausage
178,LBKZ3Z3PNJ2K,2020-11-14,sausage
179,8GANDLTANLAT,2020-04-11,sausage
180,J0CKSNSPN3PP,2020-10-15,meat
181,P084LNY4B6X1,2020-05-31,ice cream
182,U4248JDUAZU7,2020-11-28,tropical fruit
183,DNTZOCMXKUXL,2020-03-06,meat
184,PSQRAAN4JOY7,2020-05-08,whole milk
185,4CI0JEUDPL0D,2020-09-19,sausage
186,4QX9ATEU2VZQ,2020-11-29,meat
187,3ZH6M80GXZVZ,2020-05-04,root vegetables
188,WWGAI5OVJXSX,2020-08-14,root vegetables
189,P887PHARXJ6L,2020-08-17,whole milk
190,E5IW12I70Z9Z,2020-06-30,citrus fruit
191,2MZJCMJOWYJJ,2020-05-05,citrus fruit
192,UDCF54BZBDU0,2020-03-03,other vegetables
193,2HDZ7QJDDPX3,2020-04-24,citrus fruit
194,GBA8OUX9LS76,2020-12-13,sausage
195,TNEGM73YANL7,2020-04-12,hard cheese
196,JS4R1I2PUM8C,2020-07-05,turkey
197,Y9D0GQTXS8W9,2020-08-04,whole milk
198,QLCWTUOCGH6R,2020-03-26,rollsbuns
199,06X8J48W800Q,2020-11-15,sausage
200,OTQA8BOSJL84,2020-11-04,ice cream
201,9LSQ44H566T1,2020-01-28,pip fruit
202,LBXMI08LCJVG,2020-11-30,root vegetables
203,E56HET2RH8MZ,2020-10-24,soda
204,BVMYNA4TSVKY,2020-02-05,soda
205,1U45ZMDMBSW7,2020-08-02,sausage
206,MOXQCBC9LXXO,2020-10-10,root vegetables
207,CIL44L3KPLW8,2020-05-29,chocolate
208,3ALYDKQCZQ59,2020-08-14,fruitvegetable juice
209,SBG9UUNVBUCQ,2020-04-17,pickled vegetables
210,3ZE4KPH44PFQ,2020-06-29,bottled water
211,FLN2XG7A96C1,2020-07-10,tropical fruit
212,5KPKVR4WVTO0,2020-01-31,root vegetables
213,62QSIVQBX2ZV,2020-01-07,meat
214,H0BS1Y7AWMIG,2020-04-21,tropical fruit
215,TIAMKGHIMVX9,2020-05-26,tropical fruit
216,3OX5PW1JZ03W,2020-09-20,citrus fruit
217,CYYZR0QUDAJ7,2020-08-26,hamburger meat
218,X4CGYQ52NXHY,2020-06-21,chicken
219,U6ULAGBU6BDK,2020-01-21,chicken
220,JJLHB514Z8LK,2020-12-29,turkey
221,CH41YZR9WR2F,2020-08-29,packaged fruitvegetables
222,VZZD8YCVUPK0,2020-05-29,pasta
223,4MO9ZQ0MG99B,2020-05-14,citrus fruit
224,LJFB40CJXWIW,2020-02-07,sausage
225,YCQGGM6JGXGW,2020-01-05,whole milk
226,JF3EZK8I4VW5,2020-04-29,citrus fruit
227,R0BK4UL8GZCS,2020-04-09,citrus fruit
228,VA7AQISEVGKL,2020-06-05,sausage
229,VTW0480ZDG74,2020-01-13,chicken
230,G3N1XW2XPLWP,2020-09-22,hamburger meat
231,JT4GJ1V9UADW,2020-06-02,sausage
232,NMMG4EWDMGCS,2020-02-08,beef
233,KQKZ5QJ2DX4F,2020-01-25,citrus fruit
234,IKS50DV1YCNZ,2020-12-28,UHTmilk
235,BD0XG601S98Y,2020-12-01,candy
236,45Y93YWUF50S,2020-02-03,beef
237,N94ET76WQUS3,2020-05-27,sausage
238,3MPFJ54F1GQB,2020-11-01,bottled beer
239,268COI22LUAC,2020-12-27,onions
240,23ILK26O46IY,2020-03-22,tropical fruit
241,5U0YZOV12PYP,2020-01-27,bottled water
242,7TBGGCIN3VPW,2020-12-02,beef
243,41NGW85T47Q1,2020-05-15,sausage
244,IV1TEUDK5ZT0,2020-12-02,chicken
245,CJHFAJX913SJ,2020-05-16,ice cream
246,I5GUG14S7EOR,2020-05-23,meat
247,JC5TLPZWJZKW,2020-03-03,other vegetables
248,5QFJFX8SG05E,2020-11-14,bottled water
249,3ZE4KPH44PFQ,2020-06-24,tropical fruit
250,U6QWCYS01J5V,2020-02-04,sausage
251,IT635EQQQ6XV,2020-07-20,grapes
252,CPKC5BO7SGJ6,2020-07-24,domestic eggs
253,X900PXWQCRYJ,2020-07-23,rollsbuns
254,Y8XHK74HJVJ7,2020-04-25,tropical fruit
255,UNZXH2WL0Q8B,2020-12-26,chicken
256,OSAKLJNAATDL,2020-04-06,berries
257,4FXO91OLTDY4,2020-11-02,margarine
258,FCX385JJC3JE,2020-09-02,tropical fruit
259,1UPJ9UXEUZJA,2020-07-25,hamburger meat
260,3ULQYSON9TD5,2020-02-09,yogurt
261,TZNLZHF8GXF4,2020-03-29,soda
262,NNDN4MBZ3FPA,2020-01-28,yogurt
263,JYS0CB09H5I0,2020-07-09,soda
264,O9JPKL5QZ08N,2020-08-08,bottled water
265,H7FJEV317A48,2020-03-04,sausage
266,U5J7NJEFVXE7,2020-06-03,citrus fruit
267,8JL33GROFAGV,2020-05-29,sausage
268,MBLOGUG2YNK5,2020-10-31,salt
269,JT1AVOCH0O3D,2020-01-21,oil
270,MA2LIZBMU5AC,2020-10-01,curd
271,2I0XLPLJYCMN,2020-05-07,other vegetables
272,XX9MZJKWVJPE,2020-09-30,citrus fruit
273,GSN5D6140A9P,2020-12-27,root vegetables
274,8PJEG1CTLCO1,2020-07-15,tropical fruit
275,1AICA95VJFRY,2020-01-24,beef
276,GB2T5YGWWSST,2020-05-18,berries
277,UF3S1AGTECUY,2020-10-24,whippedsour cream
278,EYDZPWRB7YCL,2020-04-27,root vegetables
279,BU0R3BC9RNRY,2020-11-21,whole milk
280,Y4D15TUS8OE4,2020-08-17,beef
281,1WYJN5D18ZWD,2020-12-17,frozen vegetables
282,6AUL6V3ZNF75,2020-11-01,rollsbuns
283,9XUL6FYSE20B,2020-06-18,whole milk
284,WE8BCF7OHFQB,2020-03-12,whole milk
285,4EGZY6K9CNQA,2020-12-27,citrus fruit
286,6XP600ZNA9DO,2020-11-10,pastry
287,T2HVKOSRLASQ,2020-08-03,tropical fruit
288,KE1JWTCQMDSD,2020-09-29,berries
289,IVEHNI8IFRVI,2020-10-10,rollsbuns
290,Z8XFG2XYSZNR,2020-05-25,root vegetables
291,1YMGGY36GDNF,2020-03-03,yogurt
292,XKNV2CK9TPGO,2020-08-22,other vegetables
293,I7FEYAFE3M1F,2020-11-02,berries
294,0TSJ0VW2GZMA,2020-01-29,berries
295,IG8KRU7NPVQB,2020-04-18,other vegetables
296,04X5YC42BAMR,2020-10-05,rollsbuns
297,VZZD8YCVUPK0,2020-11-22,whole milk
298,N87RDTMG9701,2020-03-08,tropical fruit
299,TV3C2EPSWVCR,2020-01-03,bottled water
300,YTUF74BQFMK6,2020-12-24,butter milk
301,KJJWHN45O5GP,2020-05-23,coffee
302,X94QXCP88SE3,2020-03-09,bottled beer
303,OIPZY5VVWXSV,2020-08-21,onions
304,SSBMU7DC3MY6,2020-01-06,hamburger meat
305,AGHNH0FW0LVL,2020-10-12,sausage
306,JCUYMI129QLF,2020-10-14,hard cheese
307,LLCJ2B4GF34Y,2020-10-11,sausage
308,0D8W69572VAX,2020-06-09,hamburger meat
309,G7U2CU4WYYT1,2020-02-29,onions
310,ETQ04DPRZ3UE,2020-04-23,coffee
311,OOX2ZWIZEUJT,2020-04-28,yogurt
312,YKJ7XD4Y4FKS,2020-08-06,soda
313,2OX0JAE5TMVV,2020-04-17,sliced cheese
314,2MZJCMJOWYJJ,2020-02-15,sausage
315,538TJJXF5EFH,2020-04-27,yogurt
316,LSVH2UUQJ6I6,2020-03-19,domestic eggs
317,EKB0T4PA6LYH,2020-04-06,whole milk
318,PHCGFOND01ZU,2020-06-10,meat
319,WYWVFF9LLRW0,2020-06-20,dish cleaner
320,F47PJF6E37EM,2020-01-05,other vegetables
321,S1YCDQPB7M3O,2020-03-20,whole milk
322,22K16FYATWED,2020-01-10,other vegetables
323,U86KCGFQURZ7,2020-03-17,tropical fruit
324,RHVFEP6F6MOG,2020-05-23,baking powder
325,5H0O4AVU1SA1,2020-12-09,specialty bar
326,R1YHU7RZNILM,2020-06-06,ice cream
327,I7N5OOF7MICY,2020-12-20,bottled water
328,PXJ531IWXDB6,2020-12-07,other vegetables
329,QBUS9NZY39BE,2020-04-25,citrus fruit
330,RCOQDNT3A60O,2020-09-26,sausage
331,O8K9TW66P3OO,2020-11-05,domestic eggs
332,6LQUM6XX7WSZ,2020-10-29,specialty cheese
333,C1L9LHEBAS75,2020-06-20,beef
334,JU44AV2HX74C,2020-03-16,other vegetables
335,X8F84L8V6057,2020-09-15,chicken
336,U40XSMVS4OT4,2020-04-29,soda
337,0P1TPIH74E79,2020-03-14,whole milk
338,MZ23MOB050Z1,2020-06-08,rollsbuns
339,TS7CLM78NQB9,2020-04-26,bottled beer
340,57ZRGGR3JTT6,2020-02-13,root vegetables
341,FZ5MPIFZH42R,2020-04-02,pastry
342,A6RFTYEBW5FS,2020-02-07,berries
343,WRLITKG00T87,2020-11-02,citrus fruit
344,790SMRGPK7Z7,2020-12-28,whole milk
345,5MZQJUND8SNU,2020-08-12,soda
346,FIM0XQSZP3L9,2020-06-15,bottled water
347,ZE2WOZ4PUIV3,2020-11-02,tropical fruit
348,HM35NJLNU37P,2020-07-21,salty snack
349,L1V5UZI2G191,2020-03-02,bottled water
350,WTOPCV7FAK49,2020-11-27,chocolate
351,X72YSUTZA5TU,2020-07-07,citrus fruit
352,D4NJ1UR09Z0Z,2020-02-16,bottled water
353,FAQCKJEZJLRP,2020-07-16,onions
354,NLRXY6PKKRXM,2020-08-20,dessert
355,X9PW878EFD3N,2020-11-01,beef
356,WH2MDM0DBB68,2020-12-27,rollsbuns
357,4NFMZIZ3CQTX,2020-03-31,beef
358,XLP8J0ZLEAQH,2020-07-25,soda
359,UFR9KGGKLRBP,2020-06-26,coffee
360,A056NWBRNZE1,2020-05-15,rollsbuns
361,MIEGD38M2TWF,2020-03-05,soda
362,A1905CA5K368,2020-10-29,sausage
363,2YSX8XWAVK0P,2020-04-18,beef
364,RQARQ198UKZV,2020-10-22,whole milk
365,6WUTD8YAYTH2,2020-10-07,berries
366,QZHA32T5GOEA,2020-09-18,sausage
367,FG4F9M9RYR34,2020-01-02,bottled water
368,QVMQGHXMFHGR,2020-03-24,tropical fruit
369,0EFX2HZAB3GN,2020-06-14,herbs
370,ZRLWQ6JYWNUV,2020-12-20,yogurt
371,99X0EHH61OO1,2020-02-15,Instant food products
372,AOEKX8KS72U7,2020-09-05,specialty chocolate
373,P7NB9NWX9E3O,2020-06-23,coffee
374,BO9GBPVW5VYI,2020-11-25,bottled beer
375,4N7UFW5P2J4S,2020-12-01,beef
376,I6R750WN8MSF,2020-03-29,whole milk
377,N6C1TZXJVTPX,2020-05-11,other vegetables
378,2O4NRTC22J78,2020-11-23,whole milk
379,M8EP6SCHD4RG,2020-01-11,other vegetables
380,5H0O4AVU1SA1,2020-11-16,bottled water
381,49LYWDB73TR4,2020-05-22,bottled water
382,NWJZSPJQG46F,2020-07-05,other vegetables
383,FYSQ6UZYGCNN,2020-03-11,hamburger meat
384,XKNV2CK9TPGO,2020-05-30,hamburger meat
385,ZOORI4240CZ7,2020-04-25,whole milk
386,8YTUQZLMB3YJ,2020-01-31,ice cream
387,XQA6T03WCXLN,2020-05-10,pastry
388,MEYELY3FS7L9,2020-01-08,sausage
389,8WV3FA21GT1Q,2020-10-13,bottled beer
390,9SXP81SBV3RC,2020-03-29,bottled water
391,2XFDV6PQ44U8,2020-12-23,meat
392,NK03LHSC8QKP,2020-10-23,dessert
393,I3CV7P1UWG8B,2020-04-02,other vegetables
394,2FY9JKIWFBY3,2020-09-10,beverages
395,RPGPJ3B2O14K,2020-05-05,specialty bar
396,F7QA0FMC9JD6,2020-08-30,brown bread
397,5C54YIT74XVS,2020-12-18,whole milk
398,9EDTVNBP06W7,2020-07-04,rollsbuns
399,4PRWDPFYX681,2020-06-05,bottled beer
400,EVRCB64GEUKK,2020-08-05,citrus fruit
401,QZ9J7GJQLA3X,2020-10-02,other vegetables
402,T2RY6X65B2L0,2020-11-02,whole milk
403,3GKWIMOR2J0V,2020-11-15,pip fruit
404,S7L4AMN69SXY,2020-02-09,sugar
405,I5K00TY01M6O,2020-05-21,tropical fruit
406,7W1958DWGMTW,2020-08-03,root vegetables
407,9EDTVNBP06W7,2020-12-14,soda
408,06VKZF1U4KFQ,2020-02-16,whole milk
409,5PXFOR6WFG3H,2020-01-04,tropical fruit
410,AJROB7UG8UUY,2020-01-10,white bread
411,EH4IBG7L4U8D,2020-01-16,brown bread
412,DRPE0X7MIBHX,2020-11-20,tropical fruit
413,BZZH5HM3LCDW,2020-10-17,domestic eggs
414,3GKWIMOR2J0V,2020-07-15,coffee
415,OVAMQ2EWKIN8,2020-10-31,soda
416,L47Z5BT9DZBE,2020-06-01,whole milk
417,O077VALFYTCN,2020-05-24,bottled beer
418,LAOPYEIMY8JU,2020-08-20,other vegetables
419,HRTBGXXN5WQ5,2020-03-14,yogurt
420,N4X8HHSHLH3G,2020-04-29,bottled water
421,TUEGBFW9P4Q5,2020-02-03,citrus fruit
422,XQ1WYUN6DMFZ,2020-05-08,hamburger meat
423,XF4DEN65CUZO,2020-09-21,packaged fruitvegetables
424,68M74ZYS1G21,2020-06-08,other vegetables
425,DEL5WXM9Y25T,2020-08-07,soda
426,IAVLA5L1G1SF,2020-10-07,whole milk
427,96P5QFPRVF8O,2020-11-05,herbs
428,XGL1JE7VQKLX,2020-08-28,citrus fruit
429,J4KL5K9TVSB9,2020-09-16,soda
430,0Y72RJQFGDQL,2020-08-27,tropical fruit
431,UZRYTSZI4NOJ,2020-06-05,soda
432,PM0B5DQB362G,2020-12-03,white bread
433,4WY11ID1P06N,2020-08-14,coffee
434,AUR03TQILXWD,2020-08-05,tropical fruit
435,BZE3ET6T620Q,2020-10-20,citrus fruit
436,N7HYMT9HD3HB,2020-01-27,other vegetables
437,5CQLMEC8ARCA,2020-08-25,yogurt
438,JP79Y0V7F6EZ,2020-07-22,sausage
439,QJBH4JXGDE80,2020-09-21,whole milk
440,Y4NHCWLHPLRV,2020-06-27,pip fruit
441,7FCW0ASX5DAV,2020-06-23,whole milk
442,ZC2VSQVSM0L4,2020-10-16,root vegetables
443,K8ZGWFB68RAQ,2020-08-25,onions
444,QVWBPGA2IQL2,2020-11-11,specialty chocolate
445,XYHSKNG7A75W,2020-08-03,hamburger meat
446,JDPJGWTLE6GD,2020-11-26,rollsbuns
447,JB0M791EDKZS,2020-06-13,other vegetables
448,TR74GHISEHOM,2020-08-13,curd
449,WOKTEPYXHPVD,2020-10-22,butter
450,9RASNZ1QP7JP,2020-01-04,other vegetables
451,LKB5I193MCA5,2020-09-21,whole milk
452,PQPSKK8DBVGT,2020-06-28,beef
453,XGL1JE7VQKLX,2020-04-07,sausage
454,OWL6TWNJ7VC5,2020-01-02,soda
455,5MJCNVTWVM3V,2020-09-28,fruitvegetable juice
456,CW8GUI2IZD1R,2020-04-29,rollsbuns
457,NW6M05AFUQX6,2020-05-20,pip fruit
458,K52IF3B3WC8N,2020-01-15,frozen vegetables
459,Q0V7V24DVN95,2020-12-01,beverages
460,JX5534INPPUC,2020-05-17,hamburger meat
461,XLG1MWALB5UY,2020-12-07,root vegetables
462,L56IROPS9FH2,2020-03-31,frozen vegetables
463,DQO2E6NBYUV3,2020-08-04,rollsbuns
464,LHC2CRQBR1G8,2020-05-19,hamburger meat
465,THZL2FQ04HH6,2020-01-25,pip fruit
466,QZ9J7GJQLA3X,2020-04-08,grapes
467,D5ZRGBVUPBB9,2020-02-18,root vegetables
468,EO7GGL1WWAKQ,2020-08-12,citrus fruit
469,RJ9ITZAKBF6A,2020-07-03,whole milk
470,VM37OTGOHEJ0,2020-06-28,chicken
471,1CVD2RUVOZVS,2020-10-22,sausage
472,TJI3L2RFNIB8,2020-02-07,specialty bar
473,U78346YRNUN2,2020-04-12,whippedsour cream
474,2AEUFCUUDXJZ,2020-12-22,root vegetables
475,UHSE6TIJ0MPZ,2020-10-23,rollsbuns
476,5VTCZ92O46IH,2020-10-07,other vegetables
477,6BAGI7ZHS5TU,2020-09-15,citrus fruit
478,AJHDL0IVD445,2020-09-02,whole milk
479,HQU441QO9M9S,2020-04-18,coffee
480,33WLLRVXL8CU,2020-03-10,pip fruit
481,DR0J6QQM64ZQ,2020-11-07,soap
482,URTK28ZA2T9M,2020-03-31,pip fruit
483,CGYZIHOD68SY,2020-11-12,beef
484,0OTFHSFQKVSM,2020-08-05,sausage
485,KYWX98WDWPK9,2020-12-09,frozen chicken
486,HA42H35521RT,2020-11-27,soda
487,I83NSQWPK7C0,2020-12-19,tropical fruit
488,NSWWUB7ZOGW2,2020-06-29,other vegetables
489,WMH7CIEI1U26,2020-08-29,beef
490,L8S9BNH1JHZG,2020-08-03,meat
491,HBGFSAXUX6HS,2020-01-15,meat
492,Z0Z2L6W2Y7ZG,2020-04-10,bottled water
493,6MHSM1RMTDS0,2020-07-12,rollsbuns
494,X900PXWQCRYJ,2020-05-01,pastry
495,M2DT2Z00NQCH,2020-11-13,pip fruit
496,833WC5PZQ48A,2020-02-22,beef
497,0AI88I7T1K6H,2020-03-07,beef
498,8NZRWFH2HFMN,2020-07-18,rollsbuns
499,IVFF3VYKQ28E,2020-05-27,citrus fruit
500,2I3IWYV2PHE2,2020-11-18,meat
501,IHSS2IBA1VGJ,2020-05-25,beverages
502,FYSQ6UZYGCNN,2020-03-25,beef
503,XE73AY2C7GFW,2020-02-27,hamburger meat
504,TP4JMDQ0FJ3X,2020-03-17,beef
505,IX57LD9K6VY8,2020-04-08,beef
506,U0VVZBKC91HM,2020-08-24,root vegetables
507,B6KD1CHCIP4D,2020-11-13,citrus fruit
508,VKM7DUWSEHZ0,2020-08-13,yogurt
509,7MNDFRL9O8OJ,2020-08-20,tropical fruit
510,UM6U6JT4CQKL,2020-06-23,beef
511,8Q4J7L0RC9RJ,2020-10-28,rollsbuns
512,XCWXX15THPIX,2020-03-22,other vegetables
513,7JEVUG60RANP,2020-03-09,hamburger meat
514,2QJ52IUM80TC,2020-03-06,hamburger meat
515,DCDSQLDLVEKB,2020-03-07,bottled beer
516,9FQCHV4VO43L,2020-05-14,tropical fruit
517,12UCRES0NRQC,2020-02-18,soda
518,XARAIFVGOKJN,2020-06-27,chicken
519,Z4CNNLHXI9E4,2020-08-01,coffee
520,Y9D0GQTXS8W9,2020-09-15,whole milk
