,Customer Id,Date,Products
48,03YMGPPM8FAX,2019-05-03,"['sausage', 'beverages']"
49,03YMGPPM8FAX,2019-06-15,"['salty snack', 'frozen vegetables']"
50,03YMGPPM8FAX,2019-12-07,['meat']
51,03YMGPPM8FAX,2019-12-13,['spread cheese']
52,04D0USY81LT1,2020-02-09,"['sausage', 'frozen vegetables']"
53,04D0USY81LT1,2020-03-10,"['napkins', 'beef', 'brown bread']"
54,04JBPX2VBRQ3,2019-09-24,"['yogurt', 'bathroom cleaner']"
55,04JBPX2VBRQ3,2019-10-22,"['cleaner', 'pastry']"
56,04RN34Z7T7M9,2020-02-05,"['whole milk', 'rollsbuns', 'dish cleaner']"
57,04RN34Z7T7M9,2020-09-05,['fruitvegetable juice']
58,04RN34Z7T7M9,2020-09-12,"['chicken', 'citrus fruit']"
59,04RN34Z7T7M9,2020-12-16,"['yogurt', 'rollsbuns']"
60,04X5YC42BAMR,2019-03-02,"['turkey', 'fruitvegetable juice', 'domestic eggs']"
61,04X5YC42BAMR,2019-06-28,"['other vegetables', 'pickled vegetables']"
62,04X5YC42BAMR,2020-01-28,"['root vegetables', 'butter']"
63,04X5YC42BAMR,2020-02-09,"['pip fruit', 'hygiene articles', 'coffee']"
64,04X5YC42BAMR,2020-07-26,"['curd', 'coffee']"
65,04X5YC42BAMR,2020-10-05,"['rollsbuns', 'curd']"
66,04ZIPIA9RJC8,2019-04-04,"['pot plants', 'butter milk', 'margarine']"
67,04ZIPIA9RJC8,2019-06-14,"['other vegetables', 'bottled beer']"
68,04ZIPIA9RJC8,2019-10-02,"['root vegetables', 'brown bread']"
69,04ZIPIA9RJC8,2019-12-24,"['root vegetables', 'fruitvegetable juice', 'bottled water', 'soda']"
70,04ZIPIA9RJC8,2020-02-05,"['onions', 'long life bakery product']"
71,05T0CQ1G7UWR,2019-02-09,"['citrus fruit', 'rollsbuns']"
72,05T0CQ1G7UWR,2019-03-26,['pasta']
73,05T0CQ1G7UWR,2019-07-05,"['brown bread', 'bottled water', 'pastry', 'curd']"
74,061KL12YD213,2019-07-20,['yogurt']
75,061KL12YD213,2019-11-04,"['whole milk', 'detergent']"
76,061KL12YD213,2020-06-15,['yogurt']
77,061KL12YD213,2020-06-18,"['organic sausage', 'other vegetables', 'hard cheese', 'bottled water']"
78,06EKB4N5JE0M,2019-02-24,"['whole milk', 'other vegetables']"
79,06EKB4N5JE0M,2019-04-10,"['soda', 'artif sweetener', 'cocoa drinks', 'bottled water']"
80,06EKB4N5JE0M,2019-06-18,"['whole milk', 'turkey', 'long life bakery product']"
81,06EKB4N5JE0M,2019-10-11,"['sugar', 'bottled beer', 'packaged fruitvegetables', 'bottled water']"
82,06EKB4N5JE0M,2019-12-07,['pip fruit']
83,06EKB4N5JE0M,2020-03-15,"['hamburger meat', 'whole milk']"
84,06EKB4N5JE0M,2020-07-13,['specialty chocolate']
85,06EKB4N5JE0M,2020-08-06,"['other vegetables', 'bottled water']"
86,06HVH5HC4DEU,2019-09-07,"['coffee', 'specialty fat']"
87,06HVH5HC4DEU,2020-01-16,"['yogurt', 'rollsbuns']"
88,06HVH5HC4DEU,2020-09-13,"['coffee', 'citrus fruit', 'other vegetables', 'fruitvegetable juice']"
89,06HVH5HC4DEU,2020-10-30,"['pip fruit', 'pastry']"
90,06NNN3027M2N,2019-11-09,"['whole milk', 'salty snack', 'margarine']"
91,06NNN3027M2N,2019-12-26,['seasonal products']
92,06SENBJPTDRH,2020-03-04,"['meat', 'tropical fruit', 'whippedsour cream']"
93,06SENBJPTDRH,2020-09-23,"['whole milk', 'fruitvegetable juice']"
94,06VKZF1U4KFQ,2019-01-03,"['root vegetables', 'soda', 'waffles']"
95,06VKZF1U4KFQ,2019-03-27,"['butter milk', 'whole milk']"
96,06VKZF1U4KFQ,2019-04-22,"['UHTmilk', 'specialty cheese']"
97,06VKZF1U4KFQ,2019-04-30,"['tropical fruit', 'salt']"
98,06VKZF1U4KFQ,2020-02-16,"['whole milk', 'root vegetables']"
99,06X8J48W800Q,2019-07-13,"['bottled beer', 'oil', 'whole milk', 'dishes']"
100,06X8J48W800Q,2019-10-23,"['white bread', 'mayonnaise']"
101,06X8J48W800Q,2020-11-15,"['sausage', 'root vegetables']"
102,07DP4I7NSBSN,2019-02-09,"['brown bread', 'yogurt']"
103,07DP4I7NSBSN,2020-11-03,"['dessert', 'whippedsour cream']"
104,07DP4I7NSBSN,2020-12-23,"['sausage', 'packaged fruitvegetables']"
105,088B56O4BCSM,2019-01-13,['yogurt']
106,088B56O4BCSM,2019-05-25,"['beef', 'condensed milk']"
107,088B56O4BCSM,2019-09-18,"['root vegetables', 'butter']"
108,088B56O4BCSM,2020-02-01,"['flower soilfertilizer', 'yogurt', 'specialty chocolate']"
109,088B56O4BCSM,2020-05-09,"['soda', 'long life bakery product', 'pastry']"
110,0942TE5T8N2L,2019-09-11,"['canned fish', 'yogurt']"
111,0942TE5T8N2L,2020-03-03,"['citrus fruit', 'rollsbuns', 'specialty chocolate']"
112,0942TE5T8N2L,2020-04-24,"['whole milk', 'soft cheese', 'soda', 'brown bread']"
113,0942TE5T8N2L,2020-09-18,"['pip fruit', 'whole milk', 'other vegetables', 'salty snack', 'whippedsour cream']"
114,09AOPLAC6CLC,2019-12-27,"['other vegetables', 'herbs']"
115,09AOPLAC6CLC,2020-04-12,"['citrus fruit', 'make up remover']"
116,09AOPLAC6CLC,2020-08-31,"['other vegetables', 'citrus fruit', 'frozen vegetables', 'curd', 'spices', 'soda']"
117,09J56CMV5SU1,2019-01-22,"['mustard', 'zwieback']"
118,09J56CMV5SU1,2020-02-08,"['whippedsour cream', 'rollsbuns', 'soda']"
119,0AGOEFY8O0XQ,2019-01-03,"['other vegetables', 'brown bread']"
120,0AGOEFY8O0XQ,2019-07-02,"['soda', 'fruitvegetable juice']"
121,0AGOEFY8O0XQ,2019-09-12,"['dessert', 'chewing gum']"
122,0AGOEFY8O0XQ,2020-10-18,"['long life bakery product', 'butter milk', 'Instant food products']"
123,0AGOEFY8O0XQ,2020-10-23,['pastry']
124,0AI88I7T1K6H,2019-05-21,"['seasonal products', 'oil', 'cookware']"
125,0AI88I7T1K6H,2019-10-23,"['soda', 'long life bakery product']"
126,0AI88I7T1K6H,2019-10-27,"['domestic eggs', 'pasta']"
127,0AI88I7T1K6H,2020-03-07,"['beef', 'other vegetables']"
128,0AI88I7T1K6H,2020-05-08,"['butter', 'napkins', 'seasonal products', 'coffee']"
129,0AJ4DBQLM45B,2019-10-14,['root vegetables']
130,0AJ4DBQLM45B,2020-01-05,"['mayonnaise', 'tropical fruit', 'packaged fruitvegetables', 'beverages', 'cereals']"
131,0AJ4DBQLM45B,2020-07-23,['pastry']
132,0AQHI1CA2S2B,2019-06-27,"['pip fruit', 'dishes']"
133,0AQHI1CA2S2B,2020-11-04,['whole milk']
134,0B5B0BITTAVS,2019-08-23,"['beef', 'kitchen towels', 'fruitvegetable juice']"
135,0B5B0BITTAVS,2019-12-26,"['frozen vegetables', 'coffee']"
136,0B5B0BITTAVS,2020-02-24,"['butter', 'cleaner']"
137,0B5B0BITTAVS,2020-04-07,['beverages']
138,0B5B0BITTAVS,2020-10-19,"['yogurt', 'mustard']"
139,0BCO5HRPDH4W,2019-02-26,['bottled water']
140,0BCO5HRPDH4W,2020-02-28,"['rollsbuns', 'whole milk']"
141,0BCO5HRPDH4W,2020-08-03,"['whippedsour cream', 'citrus fruit']"
142,0BCO5HRPDH4W,2020-08-23,"['whole milk', 'pasta']"
143,0BCO5HRPDH4W,2020-10-31,"['root vegetables', 'waffles']"
144,0C0QKMSB6BVF,2019-03-19,['pot plants']
145,0C0QKMSB6BVF,2019-10-19,['dessert']
146,0C0QKMSB6BVF,2020-08-21,"['bottled beer', 'bottled water']"
147,0C8KB1N6URQC,2019-02-10,"['margarine', 'bathroom cleaner']"
148,0C8KB1N6URQC,2019-05-19,"['hamburger meat', 'whole milk']"
149,0C8KB1N6URQC,2019-06-26,"['pip fruit', 'rollsbuns']"
150,0C8KB1N6URQC,2019-07-21,['whole milk']
151,0C8KB1N6URQC,2020-05-19,"['soda', 'processed cheese']"
152,0C8KB1N6URQC,2020-06-06,"['berries', 'hamburger meat']"
153,0C8KB1N6URQC,2020-09-07,"['sausage', 'pastry', 'ice cream']"
154,0CPW4NT0HRVG,2019-01-20,['pip fruit']
155,0CPW4NT0HRVG,2019-08-15,['domestic eggs']
156,0CPW4NT0HRVG,2020-11-26,"['mayonnaise', 'candy', 'rollsbuns', 'bottled beer']"
157,0CXD4JFEJNB0,2019-09-02,"['rice', 'whippedsour cream']"
158,0CXD4JFEJNB0,2020-09-23,"['whole milk', 'tropical fruit', 'rollsbuns', 'soap']"
159,0CXD4JFEJNB0,2020-10-22,"['soda', 'sausage', 'rollsbuns', 'whole milk', 'yogurt', 'frozen dessert']"
160,0D8W69572VAX,2019-07-31,"['other vegetables', 'rollsbuns', 'soda']"
161,0D8W69572VAX,2019-10-07,"['rollsbuns', 'domestic eggs']"
162,0D8W69572VAX,2020-06-09,"['hamburger meat', 'root vegetables', 'fruitvegetable juice']"
163,0E2P0QNMCLZK,2019-06-02,"['citrus fruit', 'root vegetables']"
164,0E2P0QNMCLZK,2019-06-24,"['spices', 'soda']"
165,0E2P0QNMCLZK,2020-03-17,['brown bread']
166,0E2P0QNMCLZK,2020-09-23,"['citrus fruit', 'other vegetables']"
167,0EFX2HZAB3GN,2019-02-05,"['citrus fruit', 'flower seeds']"
168,0EFX2HZAB3GN,2019-04-06,"['rollsbuns', 'fruitvegetable juice']"
169,0EFX2HZAB3GN,2019-05-25,['instant coffee']
170,0EFX2HZAB3GN,2019-07-15,"['root vegetables', 'butter milk']"
171,0EFX2HZAB3GN,2019-09-28,"['tropical fruit', 'other vegetables']"
172,0EFX2HZAB3GN,2020-02-29,"['tropical fruit', 'butter milk', 'brown bread']"
173,0EFX2HZAB3GN,2020-03-10,"['tropical fruit', 'whole milk']"
174,0EFX2HZAB3GN,2020-06-14,"['herbs', 'citrus fruit']"
175,0EFX2HZAB3GN,2020-10-28,"['other vegetables', 'beef']"
176,0FAGAVOZ69SK,2019-06-08,['hamburger meat']
177,0FAGAVOZ69SK,2019-10-06,"['root vegetables', 'soda']"
178,0FAGAVOZ69SK,2020-01-19,"['bottled beer', 'bottled water', 'pastry']"
179,0FB1H12K1T65,2019-02-12,"['bottled water', 'root vegetables']"
180,0FB1H12K1T65,2019-05-29,"['soda', 'whole milk']"
181,0FB1H12K1T65,2019-06-18,['detergent']
182,0FB1H12K1T65,2019-08-01,"['root vegetables', 'butter']"
183,0FB1H12K1T65,2020-02-06,"['napkins', 'frozen vegetables']"
184,0FB1H12K1T65,2020-09-02,"['chicken', 'meat', 'bottled beer', 'other vegetables', 'pastry', 'root vegetables', 'salt']"
185,0FF1GLAGZ6W9,2020-01-27,['soda']
186,0FF1GLAGZ6W9,2020-05-28,"['sausage', 'soda']"
187,0FM3ZLTTNMXO,2019-01-02,"['waffles', 'yogurt']"
188,0FM3ZLTTNMXO,2019-11-28,['yogurt']
189,0FM3ZLTTNMXO,2020-01-03,"['citrus fruit', 'other vegetables']"
190,0FP80CV8R3MB,2019-03-09,"['root vegetables', 'whole milk']"
191,0FP80CV8R3MB,2019-04-21,['rollsbuns']
192,0FP80CV8R3MB,2020-07-24,"['long life bakery product', 'root vegetables', 'other vegetables']"
193,0FU0KB9HV8UN,2019-01-26,"['beef', 'salt']"
194,0FU0KB9HV8UN,2019-04-14,"['chicken', 'root vegetables']"
195,0FU0KB9HV8UN,2019-11-10,"['beef', 'male cosmetics']"
196,0FU0KB9HV8UN,2020-03-04,"['sausage', 'beef', 'salty snack']"
197,0GCA0207OU0H,2019-02-23,['pip fruit']
198,0GCA0207OU0H,2019-05-10,"['tropical fruit', 'oil']"
199,0H82KUL805CJ,2019-01-14,"['rollsbuns', 'curd']"
200,0H82KUL805CJ,2020-06-29,"['pip fruit', 'candles']"
201,0HF40ZW22BEJ,2019-05-15,['whole milk']
202,0HF40ZW22BEJ,2020-03-02,"['frozen meals', 'other vegetables', 'specialty chocolate']"
203,0HQ7HDZKDPJV,2019-02-21,['curd']
204,0HQ7HDZKDPJV,2019-04-16,"['male cosmetics', 'baking powder']"
205,0HQ7HDZKDPJV,2020-04-02,"['citrus fruit', 'rollsbuns']"
206,0HQ7HDZKDPJV,2020-08-10,"['sausage', 'pastry', 'whole milk']"
207,0HQ7HDZKDPJV,2020-09-04,"['pastry', 'candles']"
208,0HQ7HDZKDPJV,2020-11-28,"['yogurt', 'bottled beer']"
209,0I47ID8M9UPU,2019-02-23,"['pip fruit', 'bottled beer']"
210,0I47ID8M9UPU,2019-05-09,"['pip fruit', 'pot plants']"
211,0I47ID8M9UPU,2019-10-24,"['pip fruit', 'whole milk', 'rollsbuns']"
212,0I47ID8M9UPU,2019-11-08,"['citrus fruit', 'fruitvegetable juice']"
213,0I47ID8M9UPU,2020-10-21,['whole milk']
214,0I47ID8M9UPU,2020-12-17,['root vegetables']
215,0IFPWYJHA0WD,2019-01-30,"['napkins', 'dishes']"
216,0IFPWYJHA0WD,2019-05-18,"['frozen meals', 'soda']"
217,0IFPWYJHA0WD,2019-05-26,"['UHTmilk', 'flour']"
218,0IFPWYJHA0WD,2019-06-30,"['whole milk', 'yogurt']"
219,0IFPWYJHA0WD,2019-07-12,['rollsbuns']
220,0IFPWYJHA0WD,2019-10-24,"['pip fruit', 'other vegetables']"
221,0IFPWYJHA0WD,2019-12-27,"['soft cheese', 'long life bakery product']"
222,0IFPWYJHA0WD,2020-06-01,"['other vegetables', 'curd']"
223,0IFPWYJHA0WD,2020-11-18,"['hamburger meat', 'sausage', 'grapes', 'soda']"
224,0JYSYYC0SXAV,2019-04-28,"['male cosmetics', 'hard cheese']"
225,0JYSYYC0SXAV,2020-01-03,"['beef', 'whole milk']"
226,0JYSYYC0SXAV,2020-05-14,"['chicken', 'citrus fruit', 'butter', 'rollsbuns', 'soft cheese', 'specialty bar']"
227,0JYSYYC0SXAV,2020-07-04,"['bottled water', 'roll products', 'butter', 'coffee']"
228,0JZGOJO2G9TC,2019-05-04,"['onions', 'specialty bar']"
229,0JZGOJO2G9TC,2019-08-17,"['other vegetables', 'specialty chocolate']"
230,0JZGOJO2G9TC,2019-10-27,"['rollsbuns', 'dessert']"
231,0JZGOJO2G9TC,2020-08-06,['bottled beer']
232,0JZGOJO2G9TC,2020-11-22,"['specialty chocolate', 'citrus fruit', 'candy', 'brown bread']"
233,0LP5RJ7R7O54,2019-08-28,"['detergent', 'fruitvegetable juice']"
234,0LP5RJ7R7O54,2019-10-28,"['pastry', 'sauces']"
235,0LP5RJ7R7O54,2020-06-08,['condensed milk']
236,0LRNCT5AF6LF,2019-12-17,"['butter', 'male cosmetics']"
237,0LRNCT5AF6LF,2020-03-17,"['tropical fruit', 'salty snack']"
238,0LRNCT5AF6LF,2020-08-12,"['zwieback', 'sausage', 'whole milk', 'soda', 'hygiene articles']"
239,0LRNCT5AF6LF,2020-12-29,"['finished products', 'ice cream', 'rollsbuns']"
240,0LW5MK0VHW0J,2019-04-03,"['meat', 'whippedsour cream']"
241,0LW5MK0VHW0J,2020-05-17,['pip fruit']
242,0LW5MK0VHW0J,2020-11-01,"['yogurt', 'UHTmilk', 'dessert', 'frozen dessert']"
243,0LZIJAGC5RAY,2019-03-01,"['honey', 'salty snack']"
244,0LZIJAGC5RAY,2019-05-24,"['UHTmilk', 'coffee']"
245,0LZIJAGC5RAY,2019-09-20,"['yogurt', 'ketchup', 'butter']"
246,0LZIJAGC5RAY,2020-09-28,"['whole milk', 'other vegetables']"
247,0LZIJAGC5RAY,2020-11-14,['soda']
248,0MG1J7YUHSLD,2019-03-04,"['meat spreads', 'hard cheese', 'frozen vegetables', 'butter']"
249,0MG1J7YUHSLD,2019-07-11,['other vegetables']
250,0MG1J7YUHSLD,2019-12-30,"['soda', 'other vegetables']"
251,0MG1J7YUHSLD,2020-01-10,"['bottled water', 'tropical fruit']"
252,0MG1J7YUHSLD,2020-04-10,"['other vegetables', 'whole milk', 'light bulbs']"
253,0MLF886VFYFI,2019-02-20,['onions']
254,0MLF886VFYFI,2020-01-31,"['meat', 'other vegetables']"
255,0MLF886VFYFI,2020-08-07,"['sausage', 'rollsbuns']"
256,0MUOOU9KD0TD,2020-05-15,"['sausage', 'beverages']"
257,0MUOOU9KD0TD,2020-06-12,"['pip fruit', 'bottled water']"
258,0MUOOU9KD0TD,2020-09-04,['pastry']
259,0MUOOU9KD0TD,2020-09-23,"['tropical fruit', 'yogurt']"
260,0NLLXCT53X4Y,2020-07-03,['margarine']
261,0NLLXCT53X4Y,2020-09-26,"['pip fruit', 'whippedsour cream', 'rollsbuns']"
262,0OAUNUM0OC7R,2019-03-07,"['meat', 'other vegetables']"
263,0OAUNUM0OC7R,2019-05-29,"['whippedsour cream', 'soft cheese']"
264,0OAUNUM0OC7R,2019-07-20,"['frozen fish', 'white bread']"
265,0OAUNUM0OC7R,2019-11-18,"['hamburger meat', 'soda']"
266,0OAUNUM0OC7R,2020-03-13,['meat']
267,0OAUNUM0OC7R,2020-10-02,['curd']
268,0OAUNUM0OC7R,2020-12-16,"['other vegetables', 'whole milk']"
269,0OTFHSFQKVSM,2019-01-25,"['root vegetables', 'Instant food products']"
270,0OTFHSFQKVSM,2019-07-02,"['specialty chocolate', 'root vegetables', 'popcorn', 'soups']"
271,0OTFHSFQKVSM,2019-09-02,"['whole milk', 'white bread']"
272,0OTFHSFQKVSM,2019-11-08,"['packaged fruitvegetables', 'specialty cheese', 'margarine']"
273,0OTFHSFQKVSM,2020-01-25,"['whole milk', 'chewing gum']"
274,0OTFHSFQKVSM,2020-03-22,"['butter', 'chewing gum']"
275,0OTFHSFQKVSM,2020-08-05,"['sausage', 'chicken']"
276,0OTFHSFQKVSM,2020-12-05,['turkey']
277,0P1TPIH74E79,2019-02-11,"['other vegetables', 'rollsbuns']"
278,0P1TPIH74E79,2019-02-24,"['citrus fruit', 'domestic eggs']"
279,0P1TPIH74E79,2019-07-30,"['yogurt', 'whole milk', 'onions', 'sugar']"
280,0P1TPIH74E79,2019-09-11,"['whole milk', 'flour', 'margarine']"
281,0P1TPIH74E79,2020-03-06,"['sausage', 'other vegetables', 'margarine', 'curd', 'pastry']"
282,0P1TPIH74E79,2020-03-14,"['whole milk', 'sugar']"
283,0P1TPIH74E79,2020-04-04,"['tropical fruit', 'zwieback']"
284,0P1TPIH74E79,2020-06-01,['sugar']
285,0P1TPIH74E79,2020-09-14,"['bottled beer', 'tropical fruit', 'domestic eggs', 'baking powder']"
286,0P1TPIH74E79,2020-10-18,"['root vegetables', 'pastry', 'rollsbuns', 'condensed milk', 'tropical fruit', 'bathroom cleaner', 'waffles']"
287,0P2SFUAD794U,2019-08-27,"['other vegetables', 'UHTmilk']"
288,0P2SFUAD794U,2020-03-03,['dental care']
289,0P2SFUAD794U,2020-05-03,"['whippedsour cream', 'tropical fruit']"
290,0PAAFGUYVVTS,2019-03-14,"['soft cheese', 'butter milk']"
291,0PAAFGUYVVTS,2019-10-03,"['instant coffee', 'candles']"
292,0PAAFGUYVVTS,2020-01-11,"['yogurt', 'other vegetables', 'soda', 'nut snack']"
293,0PAAFGUYVVTS,2020-06-17,"['other vegetables', 'root vegetables']"
294,0PAAFGUYVVTS,2020-10-03,['frozen vegetables']
295,0PAAFGUYVVTS,2020-10-10,"['root vegetables', 'whole milk']"
296,0PAAFGUYVVTS,2020-11-04,"['beef', 'other vegetables']"
297,0PGG4EC5Q0NG,2020-12-03,"['margarine', 'fruitvegetable juice']"
298,0PGG4EC5Q0NG,2020-12-08,['domestic eggs']
299,0POA15FEMG7P,2019-12-12,"['hygiene articles', 'seasonal products']"
300,0POA15FEMG7P,2020-01-21,"['sausage', 'grapes', 'light bulbs']"
301,0POA15FEMG7P,2020-01-22,"['chicken', 'whole milk', 'white bread']"
302,0POA15FEMG7P,2020-02-19,"['tropical fruit', 'snack products']"
303,0POA15FEMG7P,2020-08-12,"['citrus fruit', 'frozen meals', 'coffee', 'seasonal products', 'yogurt', 'soups']"
304,0PRHOJ13B3TU,2019-02-26,"['waffles', 'whole milk']"
305,0PSNTA2FF81D,2020-03-13,"['pip fruit', 'snack products']"
306,0QL2H7DAQGB4,2020-08-27,['dessert']
307,0QL2H7DAQGB4,2020-11-22,"['whole milk', 'brown bread']"
308,0QNJ07AABINL,2019-03-08,"['yogurt', 'pastry']"
309,0QNJ07AABINL,2019-03-21,['coffee']
310,0QNJ07AABINL,2020-02-26,"['sausage', 'rollsbuns', 'rice']"
311,0QNJ07AABINL,2020-03-07,"['curd', 'domestic eggs']"
312,0QNJ07AABINL,2020-03-25,"['whole milk', 'napkins']"
313,0QW1V9YMC7BX,2019-02-14,"['margarine', 'processed cheese']"
314,0QW1V9YMC7BX,2019-03-09,"['hamburger meat', 'margarine']"
315,0QW1V9YMC7BX,2019-04-10,"['citrus fruit', 'bottled water']"
316,0QW1V9YMC7BX,2019-06-05,"['bottled beer', 'soda', 'frozen vegetables']"
317,0RGNY9PRJ831,2019-03-13,"['chicken', 'chocolate']"
318,0RGNY9PRJ831,2019-04-03,"['pip fruit', 'bottled water', 'salt']"
319,0RGNY9PRJ831,2019-06-25,"['other vegetables', 'brown bread']"
320,0RGNY9PRJ831,2019-08-12,"['whole milk', 'soft cheese', 'pastry']"
321,0RGNY9PRJ831,2020-02-07,"['chocolate', 'sliced cheese', 'bottled water', 'oil']"
322,0RGNY9PRJ831,2020-09-09,"['beef', 'other vegetables']"
323,0RLMFFT88A3G,2019-05-06,"['tropical fruit', 'other vegetables', 'fruitvegetable juice']"
324,0RLSIK9Y0N5M,2019-03-20,['bottled water']
325,0RLSIK9Y0N5M,2019-05-07,"['other vegetables', 'whole milk']"
326,0RLSIK9Y0N5M,2019-08-01,"['rollsbuns', 'detergent']"
327,0RLSIK9Y0N5M,2020-02-26,"['sausage', 'grapes', 'napkins', 'artif sweetener']"
328,0RQH4WE03SSN,2019-11-25,"['bottled water', 'ice cream']"
329,0RQH4WE03SSN,2019-12-14,['pastry']
330,0RQH4WE03SSN,2020-02-24,"['soda', 'specialty chocolate']"
331,0RQH4WE03SSN,2020-04-10,"['sausage', 'soda']"
332,0RQH4WE03SSN,2020-11-23,"['root vegetables', 'yogurt']"
333,0RST49TVK1M2,2019-08-22,['beverages']
334,0RST49TVK1M2,2019-12-26,"['specialty bar', 'domestic eggs']"
335,0RST49TVK1M2,2020-08-15,"['whole milk', 'sugar']"
336,0RV5OJIZEW8R,2019-10-16,"['whippedsour cream', 'Instant food products']"
337,0RV5OJIZEW8R,2019-12-15,['whippedsour cream']
338,0RV5OJIZEW8R,2020-11-08,"['whole milk', 'whippedsour cream', 'yogurt']"
339,0RV5OJIZEW8R,2020-12-28,"['domestic eggs', 'chocolate']"
340,0S0IOR94WEL8,2019-03-09,"['sausage', 'root vegetables', 'salty snack', 'coffee']"
341,0S0IOR94WEL8,2019-11-09,"['ice cream', 'hygiene articles']"
342,0S0IOR94WEL8,2020-01-03,['bottled beer']
343,0S0IOR94WEL8,2020-01-08,['rollsbuns']
344,0S4XTKNBASYV,2019-12-01,"['hamburger meat', 'pastry']"
345,0S4XTKNBASYV,2020-07-01,"['cookware', 'root vegetables', 'whole milk', 'bottled water', 'oil']"
346,0S4XTKNBASYV,2020-10-28,"['domestic eggs', 'root vegetables', 'semifinished bread', 'curd']"
347,0TFH5ZY8BAOS,2020-04-01,"['meat', 'rollsbuns']"
348,0TSJ0VW2GZMA,2019-01-30,"['UHTmilk', 'berries']"
349,0TSJ0VW2GZMA,2019-04-26,['detergent']
350,0TSJ0VW2GZMA,2020-01-29,"['berries', 'dessert']"
351,0TSJ0VW2GZMA,2020-02-11,"['rollsbuns', 'tropical fruit', 'bottled beer', 'UHTmilk']"
352,0TSJ0VW2GZMA,2020-02-13,"['whippedsour cream', 'butter milk']"
353,0TUUCIN7BNCZ,2019-03-15,"['whippedsour cream', 'hygiene articles']"
354,0TUUCIN7BNCZ,2019-10-11,"['soda', 'rollsbuns']"
355,0TUUCIN7BNCZ,2020-10-07,['coffee']
